"ID";"RegioS";"Perioden";"TotaleBevolking_1"
"12749";"GM0168";"2024JJ00";"   23376"
"12775";"GM0810";"2020JJ00";""
"12776";"GM0810";"2021JJ00";""
"12777";"GM0810";"2022JJ00";""
"12778";"GM0810";"2023JJ00";""
"12779";"GM0810";"2024JJ00";""
"12805";"GM0811";"2020JJ00";""
"12806";"GM0811";"2021JJ00";""
"12807";"GM0811";"2022JJ00";""
"12808";"GM0811";"2023JJ00";""
"12809";"GM0811";"2024JJ00";""
"12835";"GM0332";"2020JJ00";""
"12836";"GM0332";"2021JJ00";""
"12837";"GM0332";"2022JJ00";""
"12838";"GM0332";"2023JJ00";""
"12839";"GM0332";"2024JJ00";""
"12865";"GM0333";"2020JJ00";""
"12866";"GM0333";"2021JJ00";""
"12867";"GM0333";"2022JJ00";""
"12868";"GM0333";"2023JJ00";""
"12869";"GM0333";"2024JJ00";""
"12895";"GM0334";"2020JJ00";""
"12896";"GM0334";"2021JJ00";""
"12897";"GM0334";"2022JJ00";""
"12898";"GM0334";"2023JJ00";""
"12899";"GM0334";"2024JJ00";""
"12925";"GM0933";"2020JJ00";""
"12926";"GM0933";"2021JJ00";""
"12927";"GM0933";"2022JJ00";""
"12928";"GM0933";"2023JJ00";""
"12929";"GM0933";"2024JJ00";""
"12955";"GM0934";"2020JJ00";""
"12956";"GM0934";"2021JJ00";""
"12957";"GM0934";"2022JJ00";""
"12958";"GM0934";"2023JJ00";""
"12959";"GM0934";"2024JJ00";""
"12985";"GM1671";"2020JJ00";""
"12986";"GM1671";"2021JJ00";""
"12987";"GM1671";"2022JJ00";""
"12988";"GM1671";"2023JJ00";""
"12989";"GM1671";"2024JJ00";""
"13015";"GM0263";"2020JJ00";"   25030"
"13016";"GM0263";"2021JJ00";"   25452"
"13017";"GM0263";"2022JJ00";"   25504"
"13018";"GM0263";"2023JJ00";"   26020"
"13019";"GM0263";"2024JJ00";"   26197"
"13045";"GM1641";"2020JJ00";"   23965"
"13046";"GM1641";"2021JJ00";"   23947"
"13047";"GM1641";"2022JJ00";"   24028"
"13048";"GM1641";"2023JJ00";"   24305"
"13049";"GM1641";"2024JJ00";"   24406"
"13075";"GM1991";"2020JJ00";""
"13076";"GM1991";"2021JJ00";""
"13077";"GM1991";"2022JJ00";"   58362"
"13078";"GM1991";"2023JJ00";"   58934"
"13079";"GM1991";"2024JJ00";"   59222"
"13105";"GM0555";"2020JJ00";""
"13106";"GM0555";"2021JJ00";""
"13107";"GM0555";"2022JJ00";""
"13108";"GM0555";"2023JJ00";""
"13109";"GM0555";"2024JJ00";""
"13135";"GM0556";"2020JJ00";"   33213"
"13136";"GM0556";"2021JJ00";"   33567"
"13137";"GM0556";"2022JJ00";"   34148"
"13138";"GM0556";"2023JJ00";"   35303"
"13139";"GM0556";"2024JJ00";"   35832"
"13165";"GM0935";"2020JJ00";"  121575"
"13166";"GM0935";"2021JJ00";"  120227"
"13167";"GM0935";"2022JJ00";"  121151"
"13168";"GM0935";"2023JJ00";"  122734"
"13169";"GM0935";"2024JJ00";"  125285"
"13195";"GM1665";"2020JJ00";""
"13196";"GM1665";"2021JJ00";""
"13197";"GM1665";"2022JJ00";""
"13198";"GM1665";"2023JJ00";""
"13199";"GM1665";"2024JJ00";""
"13225";"GM0812";"2020JJ00";""
"13226";"GM0812";"2021JJ00";""
"13227";"GM0812";"2022JJ00";""
"13228";"GM0812";"2023JJ00";""
"13229";"GM0812";"2024JJ00";""
"13255";"GM0936";"2020JJ00";""
"13256";"GM0936";"2021JJ00";""
"13257";"GM0936";"2022JJ00";""
"13258";"GM0936";"2023JJ00";""
"13259";"GM0936";"2024JJ00";""
"13285";"GM0686";"2020JJ00";""
"13286";"GM0686";"2021JJ00";""
"13287";"GM0686";"2022JJ00";""
"13288";"GM0686";"2023JJ00";""
"13289";"GM0686";"2024JJ00";""
"13315";"GM0169";"2020JJ00";""
"13316";"GM0169";"2021JJ00";""
"13317";"GM0169";"2022JJ00";""
"13318";"GM0169";"2023JJ00";""
"13319";"GM0169";"2024JJ00";""
"13345";"GM1663";"2020JJ00";""
"13346";"GM1663";"2021JJ00";""
"13347";"GM1663";"2022JJ00";""
"13348";"GM1663";"2023JJ00";""
"13349";"GM1663";"2024JJ00";""
"13375";"GM0025";"2020JJ00";""
"13376";"GM0025";"2021JJ00";""
"13377";"GM0025";"2022JJ00";""
"13378";"GM0025";"2023JJ00";""
"13379";"GM0025";"2024JJ00";""
"13405";"GM0264";"2020JJ00";""
"13406";"GM0264";"2021JJ00";""
"13407";"GM0264";"2022JJ00";""
"13408";"GM0264";"2023JJ00";""
"13409";"GM0264";"2024JJ00";""
"13435";"GM0420";"2020JJ00";"   45101"
"13436";"GM0420";"2021JJ00";"   45165"
"13437";"GM0420";"2022JJ00";"   45464"
"13438";"GM0420";"2023JJ00";"   46031"
"13439";"GM0420";"2024JJ00";"   46002"
"13465";"GM0993";"2020JJ00";""
"13466";"GM0993";"2021JJ00";""
"13467";"GM0993";"2022JJ00";""
"13468";"GM0993";"2023JJ00";""
"13469";"GM0993";"2024JJ00";""
"13495";"GM0938";"2020JJ00";"   18828"
"13496";"GM0938";"2021JJ00";"   18661"
"13497";"GM0938";"2022JJ00";"   18581"
"13498";"GM0938";"2023JJ00";"   18600"
"13499";"GM0938";"2024JJ00";"   18576"
"13525";"GM1948";"2020JJ00";"   81194"
"13526";"GM1948";"2021JJ00";"   81647"
"13527";"GM1948";"2022JJ00";"   82613"
"13528";"GM1948";"2023JJ00";"   83715"
"13529";"GM1948";"2024JJ00";"   84304"
"13555";"GM0941";"2020JJ00";""
"13556";"GM0941";"2021JJ00";""
"13557";"GM0941";"2022JJ00";""
"13558";"GM0941";"2023JJ00";""
"13559";"GM0941";"2024JJ00";""
"13585";"GM0083";"2020JJ00";""
"13586";"GM0083";"2021JJ00";""
"13587";"GM0083";"2022JJ00";""
"13588";"GM0083";"2023JJ00";""
"13589";"GM0083";"2024JJ00";""
"13615";"GM1908";"2020JJ00";""
"13616";"GM1908";"2021JJ00";""
"13617";"GM1908";"2022JJ00";""
"13618";"GM1908";"2023JJ00";""
"13619";"GM1908";"2024JJ00";""
"13645";"GM1987";"2020JJ00";""
"13646";"GM1987";"2021JJ00";""
"13647";"GM1987";"2022JJ00";""
"13648";"GM1987";"2023JJ00";""
"13649";"GM1987";"2024JJ00";""
"13675";"GM0119";"2020JJ00";"   33920"
"13676";"GM0119";"2021JJ00";"   34386"
"13677";"GM0119";"2022JJ00";"   34761"
"13678";"GM0119";"2023JJ00";"   35464"
"13679";"GM0119";"2024JJ00";"   35810"
"13705";"GM0687";"2020JJ00";"   48822"
"13706";"GM0687";"2021JJ00";"   48964"
"13707";"GM0687";"2022JJ00";"   49199"
"13708";"GM0687";"2023JJ00";"   49956"
"13709";"GM0687";"2024JJ00";"   50004"
"13735";"GM0559";"2020JJ00";""
"13736";"GM0559";"2021JJ00";""
"13737";"GM0559";"2022JJ00";""
"13738";"GM0559";"2023JJ00";""
"13739";"GM0559";"2024JJ00";""
"13765";"GM1842";"2020JJ00";"   19341"
"13766";"GM1842";"2021JJ00";"   19414"
"13767";"GM1842";"2022JJ00";"   19484"
"13768";"GM1842";"2023JJ00";"   19472"
"13769";"GM1842";"2024JJ00";"   19377"
"13795";"GM1731";"2020JJ00";"   33185"
"13796";"GM1731";"2021JJ00";"   33381"
"13797";"GM1731";"2022JJ00";"   33689"
"13798";"GM1731";"2023JJ00";"   33987"
"13799";"GM1731";"2024JJ00";"   34092"
"13825";"GM1952";"2020JJ00";"   60797"
"13826";"GM1952";"2021JJ00";"   60726"
"13827";"GM1952";"2022JJ00";"   60898"
"13828";"GM1952";"2023JJ00";"   61554"
"13829";"GM1952";"2024JJ00";"   61433"
"13855";"GM0688";"2020JJ00";""
"13856";"GM0688";"2021JJ00";""
"13857";"GM0688";"2022JJ00";""
"13858";"GM0688";"2023JJ00";""
"13859";"GM0688";"2024JJ00";""
"13885";"GM1697";"2020JJ00";""
"13886";"GM1697";"2021JJ00";""
"13887";"GM1697";"2022JJ00";""
"13888";"GM1697";"2023JJ00";""
"13889";"GM1697";"2024JJ00";""
"13915";"GM0814";"2020JJ00";""
"13916";"GM0814";"2021JJ00";""
"13917";"GM0814";"2022JJ00";""
"13918";"GM0814";"2023JJ00";""
"13919";"GM0814";"2024JJ00";""
"13945";"GM0815";"2020JJ00";"   10939"
"13946";"GM0815";"2021JJ00";"   11004"
"13947";"GM0815";"2022JJ00";""
"13948";"GM0815";"2023JJ00";""
"13949";"GM0815";"2024JJ00";""
"13975";"GM0265";"2020JJ00";""
"13976";"GM0265";"2021JJ00";""
"13977";"GM0265";"2022JJ00";""
"13978";"GM0265";"2023JJ00";""
"13979";"GM0265";"2024JJ00";""
"14005";"GM1709";"2020JJ00";"   37129"
"14006";"GM1709";"2021JJ00";"   37185"
"14007";"GM1709";"2022JJ00";"   37313"
"14008";"GM1709";"2023JJ00";"   37711"
"14009";"GM1709";"2024JJ00";"   38091"
"14035";"GM0816";"2020JJ00";""
"14036";"GM0816";"2021JJ00";""
"14037";"GM0816";"2022JJ00";""
"14038";"GM0816";"2023JJ00";""
"14039";"GM0816";"2024JJ00";""
"14065";"GM1978";"2020JJ00";"   43909"
"14066";"GM1978";"2021JJ00";"   44130"
"14067";"GM1978";"2022JJ00";"   44644"
"14068";"GM1978";"2023JJ00";"   45158"
"14069";"GM1978";"2024JJ00";"   45271"
"14095";"GM1927";"2020JJ00";""
"14096";"GM1927";"2021JJ00";""
"14097";"GM1927";"2022JJ00";""
"14098";"GM1927";"2023JJ00";""
"14099";"GM1927";"2024JJ00";""
"14125";"GM0562";"2020JJ00";""
"14126";"GM0562";"2021JJ00";""
"14127";"GM0562";"2022JJ00";""
"14128";"GM0562";"2023JJ00";""
"14129";"GM0562";"2024JJ00";""
"14155";"GM1955";"2020JJ00";"   36011"
"14156";"GM1955";"2021JJ00";"   36031"
"14157";"GM1955";"2022JJ00";"   36359"
"14158";"GM1955";"2023JJ00";"   36882"
"14159";"GM1955";"2024JJ00";"   36873"
"14185";"GM0335";"2020JJ00";"   13917"
"14186";"GM0335";"2021JJ00";"   13896"
"14187";"GM0335";"2022JJ00";"   13818"
"14188";"GM0335";"2023JJ00";"   13929"
"14189";"GM0335";"2024JJ00";"   13868"
"14215";"GM0944";"2020JJ00";"    7847"
"14216";"GM0944";"2021JJ00";"    7909"
"14217";"GM0944";"2022JJ00";"    7989"
"14218";"GM0944";"2023JJ00";"    8043"
"14219";"GM0944";"2024JJ00";"    8153"
"14245";"GM0563";"2020JJ00";""
"14246";"GM0563";"2021JJ00";""
"14247";"GM0563";"2022JJ00";""
"14248";"GM0563";"2023JJ00";""
"14249";"GM0563";"2024JJ00";""
"14275";"GM0424";"2020JJ00";""
"14276";"GM0424";"2021JJ00";""
"14277";"GM0424";"2022JJ00";""
"14278";"GM0424";"2023JJ00";""
"14279";"GM0424";"2024JJ00";""
"14305";"GM0565";"2020JJ00";""
"14306";"GM0565";"2021JJ00";""
"14307";"GM0565";"2022JJ00";""
"14308";"GM0565";"2023JJ00";""
"14309";"GM0565";"2024JJ00";""
"14335";"GM0425";"2020JJ00";""
"14336";"GM0425";"2021JJ00";""
"14337";"GM0425";"2022JJ00";""
"14338";"GM0425";"2023JJ00";""
"14339";"GM0425";"2024JJ00";""
"14365";"GM1740";"2020JJ00";"   24339"
"14366";"GM1740";"2021JJ00";"   24648"
"14367";"GM1740";"2022JJ00";"   25032"
"14368";"GM1740";"2023JJ00";"   25448"
"14369";"GM1740";"2024JJ00";"   25708"
"14395";"GM0426";"2020JJ00";""
"14396";"GM0426";"2021JJ00";""
"14397";"GM0426";"2022JJ00";""
"14398";"GM0426";"2023JJ00";""
"14399";"GM0426";"2024JJ00";""
"14425";"GM0643";"2020JJ00";""
"14426";"GM0643";"2021JJ00";""
"14427";"GM0643";"2022JJ00";""
"14428";"GM0643";"2023JJ00";""
"14429";"GM0643";"2024JJ00";""
"14455";"GM0946";"2020JJ00";"   17019"
"14456";"GM0946";"2021JJ00";"   17171"
"14457";"GM0946";"2022JJ00";"   17323"
"14458";"GM0946";"2023JJ00";"   17499"
"14459";"GM0946";"2024JJ00";"   17492"
"14485";"GM0266";"2020JJ00";""
"14486";"GM0266";"2021JJ00";""
"14487";"GM0266";"2022JJ00";""
"14488";"GM0266";"2023JJ00";""
"14489";"GM0266";"2024JJ00";""
"14515";"GM0304";"2020JJ00";""
"14516";"GM0304";"2021JJ00";""
"14517";"GM0304";"2022JJ00";""
"14518";"GM0304";"2023JJ00";""
"14519";"GM0304";"2024JJ00";""
"14545";"GM0412";"2020JJ00";""
"14546";"GM0412";"2021JJ00";""
"14547";"GM0412";"2022JJ00";""
"14548";"GM0412";"2023JJ00";""
"14549";"GM0412";"2024JJ00";""
"14575";"GM0356";"2020JJ00";"   63462"
"14576";"GM0356";"2021JJ00";"   63866"
"14577";"GM0356";"2022JJ00";"   64554"
"14578";"GM0356";"2023JJ00";"   65426"
"14579";"GM0356";"2024JJ00";"   65971"
"14605";"GM0567";"2020JJ00";""
"14606";"GM0567";"2021JJ00";""
"14607";"GM0567";"2022JJ00";""
"14608";"GM0567";"2023JJ00";""
"14609";"GM0567";"2024JJ00";""
"14635";"GM0817";"2020JJ00";""
"14636";"GM0817";"2021JJ00";""
"14637";"GM0817";"2022JJ00";""
"14638";"GM0817";"2023JJ00";""
"14639";"GM0817";"2024JJ00";""
"14665";"GM0569";"2020JJ00";"   28811"
"14666";"GM0569";"2021JJ00";"   29151"
"14667";"GM0569";"2022JJ00";"   29304"
"14668";"GM0569";"2023JJ00";"   29463"
"14669";"GM0569";"2024JJ00";"   29501"
"14695";"GM0571";"2020JJ00";""
"14696";"GM0571";"2021JJ00";""
"14697";"GM0571";"2022JJ00";""
"14698";"GM0571";"2023JJ00";""
"14699";"GM0571";"2024JJ00";""
"14725";"GM0170";"2020JJ00";""
"14726";"GM0170";"2021JJ00";""
"14727";"GM0170";"2022JJ00";""
"14728";"GM0170";"2023JJ00";""
"14729";"GM0170";"2024JJ00";""
"14755";"GM0818";"2020JJ00";""
"14756";"GM0818";"2021JJ00";""
"14757";"GM0818";"2022JJ00";""
"14758";"GM0818";"2023JJ00";""
"14759";"GM0818";"2024JJ00";""
"14785";"GM0104";"2020JJ00";""
"14786";"GM0104";"2021JJ00";""
"14787";"GM0104";"2022JJ00";""
"14788";"GM0104";"2023JJ00";""
"14789";"GM0104";"2024JJ00";""
"14815";"GM0121";"2020JJ00";""
"14816";"GM0121";"2021JJ00";""
"14817";"GM0121";"2022JJ00";""
"14818";"GM0121";"2023JJ00";""
"14819";"GM0121";"2024JJ00";""
"14845";"GM0267";"2020JJ00";"   43171"
"14846";"GM0267";"2021JJ00";"   43600"
"14847";"GM0267";"2022JJ00";"   44311"
"14848";"GM0267";"2023JJ00";"   44975"
"14849";"GM0267";"2024JJ00";"   45361"
"14875";"GM0268";"2020JJ00";"  177659"
"14876";"GM0268";"2021JJ00";"  177359"
"14877";"GM0268";"2022JJ00";"  179100"
"14878";"GM0268";"2023JJ00";"  182480"
"14879";"GM0268";"2024JJ00";"  187049"
"14905";"GM1930";"2020JJ00";"   85219"
"14906";"GM1930";"2021JJ00";"   85440"
"14907";"GM1930";"2022JJ00";"   86332"
"14908";"GM1930";"2023JJ00";"   86833"
"14909";"GM1930";"2024JJ00";"   87639"
"14935";"GM1970";"2020JJ00";"   45228"
"14936";"GM1970";"2021JJ00";"   45481"
"14937";"GM1970";"2022JJ00";"   45593"
"14938";"GM1970";"2023JJ00";"   45812"
"14939";"GM1970";"2024JJ00";"   45866"
"14965";"GM1695";"2020JJ00";"    7392"
"14966";"GM1695";"2021JJ00";"    7581"
"14967";"GM1695";"2022JJ00";"    7668"
"14968";"GM1695";"2023JJ00";"    7857"
"14969";"GM1695";"2024JJ00";"    7943"
"14995";"GM1699";"2020JJ00";"   31253"
"14996";"GM1699";"2021JJ00";"   31214"
"14997";"GM1699";"2022JJ00";"   31238"
"14998";"GM1699";"2023JJ00";"   31591"
"14999";"GM1699";"2024JJ00";"   31686"
"15025";"GM0529";"2020JJ00";""
"15026";"GM0529";"2021JJ00";""
"15027";"GM0529";"2022JJ00";""
"15028";"GM0529";"2023JJ00";""
"15029";"GM0529";"2024JJ00";""
"15055";"GM0171";"2020JJ00";"   47291"
"15056";"GM0171";"2021JJ00";"   47583"
"15057";"GM0171";"2022JJ00";"   48048"
"15058";"GM0171";"2023JJ00";"   49729"
"15059";"GM0171";"2024JJ00";"   50035"
"15085";"GM0575";"2020JJ00";"   43508"
"15086";"GM0575";"2021JJ00";"   44062"
"15087";"GM0575";"2022JJ00";"   44365"
"15088";"GM0575";"2023JJ00";"   45179"
"15089";"GM0575";"2024JJ00";"   45734"
"15115";"GM0576";"2020JJ00";""
"15116";"GM0576";"2021JJ00";""
"15117";"GM0576";"2022JJ00";""
"15118";"GM0576";"2023JJ00";""
"15119";"GM0576";"2024JJ00";""
"15145";"GM0577";"2020JJ00";""
"15146";"GM0577";"2021JJ00";""
"15147";"GM0577";"2022JJ00";""
"15148";"GM0577";"2023JJ00";""
"15149";"GM0577";"2024JJ00";""
"15175";"GM0120";"2020JJ00";""
"15176";"GM0120";"2021JJ00";""
"15177";"GM0120";"2022JJ00";""
"15178";"GM0120";"2023JJ00";""
"15179";"GM0120";"2024JJ00";""
"15205";"GM0820";"2020JJ00";"   23383"
"15206";"GM0820";"2021JJ00";"   23702"
"15207";"GM0820";"2022JJ00";"   23826"
"15208";"GM0820";"2023JJ00";"   24015"
"15209";"GM0820";"2024JJ00";"   24231"
"15235";"GM0302";"2020JJ00";"   27851"
"15236";"GM0302";"2021JJ00";"   28021"
"15237";"GM0302";"2022JJ00";"   28223"
"15238";"GM0302";"2023JJ00";"   28731"
"15239";"GM0302";"2024JJ00";"   29072"
"15265";"GM0951";"2020JJ00";""
"15266";"GM0951";"2021JJ00";""
"15267";"GM0951";"2022JJ00";""
"15268";"GM0951";"2023JJ00";""
"15269";"GM0951";"2024JJ00";""
"15295";"GM0429";"2020JJ00";""
"15296";"GM0429";"2021JJ00";""
"15297";"GM0429";"2022JJ00";""
"15298";"GM0429";"2023JJ00";""
"15299";"GM0429";"2024JJ00";""
"15325";"GM0122";"2020JJ00";""
"15326";"GM0122";"2021JJ00";""
"15327";"GM0122";"2022JJ00";""
"15328";"GM0122";"2023JJ00";""
"15329";"GM0122";"2024JJ00";""
"15355";"GM0579";"2020JJ00";"   24840"
"15356";"GM0579";"2021JJ00";"   25064"
"15357";"GM0579";"2022JJ00";"   25499"
"15358";"GM0579";"2023JJ00";"   25746"
"15359";"GM0579";"2024JJ00";"   25948"
"15385";"GM0823";"2020JJ00";"   18714"
"15386";"GM0823";"2021JJ00";"   18842"
"15387";"GM0823";"2022JJ00";"   19061"
"15388";"GM0823";"2023JJ00";"   19217"
"15389";"GM0823";"2024JJ00";"   19280"
"15415";"GM0824";"2020JJ00";"   26245"
"15416";"GM0824";"2021JJ00";"   32373"
"15417";"GM0824";"2022JJ00";"   32503"
"15418";"GM0824";"2023JJ00";"   32941"
"15419";"GM0824";"2024JJ00";"   32952"
"15445";"GM1895";"2020JJ00";"   38209"
"15446";"GM1895";"2021JJ00";"   38277"
"15447";"GM1895";"2022JJ00";"   38521"
"15448";"GM1895";"2023JJ00";"   39044"
"15449";"GM1895";"2024JJ00";"   39405"
"15475";"GM0269";"2020JJ00";"   23646"
"15476";"GM0269";"2021JJ00";"   23760"
"15477";"GM0269";"2022JJ00";"   23930"
"15478";"GM0269";"2023JJ00";"   24264"
"15479";"GM0269";"2024JJ00";"   24281"
"15505";"GM0173";"2020JJ00";"   31836"
"15506";"GM0173";"2021JJ00";"   31701"
"15507";"GM0173";"2022JJ00";"   31741"
"15508";"GM0173";"2023JJ00";"   31925"
"15509";"GM0173";"2024JJ00";"   31794"
"15535";"GM0174";"2020JJ00";""
"15536";"GM0174";"2021JJ00";""
"15537";"GM0174";"2022JJ00";""
"15538";"GM0174";"2023JJ00";""
"15539";"GM0174";"2024JJ00";""
"15565";"GM1773";"2020JJ00";"   18252"
"15566";"GM1773";"2021JJ00";"   18361"
"15567";"GM1773";"2022JJ00";"   18496"
"15568";"GM1773";"2023JJ00";"   18682"
"15569";"GM1773";"2024JJ00";"   18835"
"15595";"GM0175";"2020JJ00";"   18009"
"15596";"GM0175";"2021JJ00";"   18295"
"15597";"GM0175";"2022JJ00";"   18457"
"15598";"GM0175";"2023JJ00";"   18955"
"15599";"GM0175";"2024JJ00";"   19031"
"15625";"GM0881";"2020JJ00";""
"15626";"GM0881";"2021JJ00";""
"15627";"GM0881";"2022JJ00";""
"15628";"GM0881";"2023JJ00";""
"15629";"GM0881";"2024JJ00";""
"15655";"GM1586";"2020JJ00";"   29627"
"15656";"GM1586";"2021JJ00";"   29574"
"15657";"GM1586";"2022JJ00";"   29603"
"15658";"GM1586";"2023JJ00";"   29846"
"15659";"GM1586";"2024JJ00";"   29969"
"15685";"GM0825";"2020JJ00";""
"15686";"GM0825";"2021JJ00";""
"15687";"GM0825";"2022JJ00";""
"15688";"GM0825";"2023JJ00";""
"15689";"GM0825";"2024JJ00";""
"15715";"GM0692";"2020JJ00";""
"15716";"GM0692";"2021JJ00";""
"15717";"GM0692";"2022JJ00";""
"15718";"GM0692";"2023JJ00";""
"15719";"GM0692";"2024JJ00";""
"15745";"GM0123";"2020JJ00";""
"15746";"GM0123";"2021JJ00";""
"15747";"GM0123";"2022JJ00";""
"15748";"GM0123";"2023JJ00";""
"15749";"GM0123";"2024JJ00";""
"15775";"GM0826";"2020JJ00";"   55982"
"15776";"GM0826";"2021JJ00";"   56206"
"15777";"GM0826";"2022JJ00";"   56535"
"15778";"GM0826";"2023JJ00";"   57425"
"15779";"GM0826";"2024JJ00";"   57924"
"15805";"GM0580";"2020JJ00";""
"15806";"GM0580";"2021JJ00";""
"15807";"GM0580";"2022JJ00";""
"15808";"GM0580";"2023JJ00";""
"15809";"GM0580";"2024JJ00";""
"15835";"GM0085";"2020JJ00";"   25469"
"15836";"GM0085";"2021JJ00";"   25464"
"15837";"GM0085";"2022JJ00";"   25680"
"15838";"GM0085";"2023JJ00";"   25837"
"15839";"GM0085";"2024JJ00";"   25824"
"15865";"GM0431";"2020JJ00";"    9735"
"15866";"GM0431";"2021JJ00";"    9689"
"15867";"GM0431";"2022JJ00";"    9639"
"15868";"GM0431";"2023JJ00";"    9720"
"15869";"GM0431";"2024JJ00";"    9694"
"15895";"GM0176";"2020JJ00";""
"15896";"GM0176";"2021JJ00";""
"15897";"GM0176";"2022JJ00";""
"15898";"GM0176";"2023JJ00";""
"15899";"GM0176";"2024JJ00";""
"15925";"GM0432";"2020JJ00";"   11836"
"15926";"GM0432";"2021JJ00";"   12009"
"15927";"GM0432";"2022JJ00";"   12074"
"15928";"GM0432";"2023JJ00";"   12180"
"15929";"GM0432";"2024JJ00";"   12199"
"15955";"GM0086";"2020JJ00";"   29733"
"15956";"GM0086";"2021JJ00";"   29812"
"15957";"GM0086";"2022JJ00";"   29791"
"15958";"GM0086";"2023JJ00";"   30054"
"15959";"GM0086";"2024JJ00";"   30059"
"15985";"GM0828";"2020JJ00";"   91915"
"15986";"GM0828";"2021JJ00";"   92526"
"15987";"GM0828";"2022JJ00";"   93307"
"15988";"GM0828";"2023JJ00";"   94437"
"15989";"GM0828";"2024JJ00";"   94634"
"16015";"GM0829";"2020JJ00";""
"16016";"GM0829";"2021JJ00";""
"16017";"GM0829";"2022JJ00";""
"16018";"GM0829";"2023JJ00";""
"16019";"GM0829";"2024JJ00";""
"16045";"GM0831";"2020JJ00";""
"16046";"GM0831";"2021JJ00";""
"16047";"GM0831";"2022JJ00";""
"16048";"GM0831";"2023JJ00";""
"16049";"GM0831";"2024JJ00";""
"16075";"GM0584";"2020JJ00";""
"16076";"GM0584";"2021JJ00";""
"16077";"GM0584";"2022JJ00";""
"16078";"GM0584";"2023JJ00";""
"16079";"GM0584";"2024JJ00";""
"16105";"GM1509";"2020JJ00";"   39388"
"16106";"GM1509";"2021JJ00";"   39346"
"16107";"GM1509";"2022JJ00";"   39387"
"16108";"GM1509";"2023JJ00";"   39613"
"16109";"GM1509";"2024JJ00";"   39402"
"16135";"GM0830";"2020JJ00";""
"16136";"GM0830";"2021JJ00";""
"16137";"GM0830";"2022JJ00";""
"16138";"GM0830";"2023JJ00";""
"16139";"GM0830";"2024JJ00";""
"16165";"GM0437";"2020JJ00";"   14026"
"16166";"GM0437";"2021JJ00";"   14125"
"16167";"GM0437";"2022JJ00";"   14212"
"16168";"GM0437";"2023JJ00";"   14276"
"16169";"GM0437";"2024JJ00";"   14447"
"16195";"GM0644";"2020JJ00";""
"16196";"GM0644";"2021JJ00";""
"16197";"GM0644";"2022JJ00";""
"16198";"GM0644";"2023JJ00";""
"16199";"GM0644";"2024JJ00";""
"16225";"GM0589";"2020JJ00";"   10230"
"16226";"GM0589";"2021JJ00";"   10138"
"16227";"GM0589";"2022JJ00";"   10159"
"16228";"GM0589";"2023JJ00";"   10232"
"16229";"GM0589";"2024JJ00";"   10223"
"16255";"GM1734";"2020JJ00";"   47906"
"16256";"GM1734";"2021JJ00";"   48214"
"16257";"GM1734";"2022JJ00";"   48266"
"16258";"GM1734";"2023JJ00";"   48707"
"16259";"GM1734";"2024JJ00";"   48919"
"16285";"GM0590";"2020JJ00";"   32136"
"16286";"GM0590";"2021JJ00";"   32171"
"16287";"GM0590";"2022JJ00";"   32208"
"16288";"GM0590";"2023JJ00";"   32277"
"16289";"GM0590";"2024JJ00";"   32178"
"16315";"GM1894";"2020JJ00";"   43425"
"16316";"GM1894";"2021JJ00";"   43660"
"16317";"GM1894";"2022JJ00";"   44278"
"16318";"GM1894";"2023JJ00";"   45276"
"16319";"GM1894";"2024JJ00";"   45534"
"16345";"GM0124";"2020JJ00";""
"16346";"GM0124";"2021JJ00";""
"16347";"GM0124";"2022JJ00";""
"16348";"GM0124";"2023JJ00";""
"16349";"GM0124";"2024JJ00";""
"16375";"GM0765";"2020JJ00";"   12196"
"16376";"GM0765";"2021JJ00";"   12176"
"16377";"GM0765";"2022JJ00";"   12196"
"16378";"GM0765";"2023JJ00";"   12404"
"16379";"GM0765";"2024JJ00";"   12517"
"16405";"GM0594";"2020JJ00";""
"16406";"GM0594";"2021JJ00";""
"16407";"GM0594";"2022JJ00";""
"16408";"GM0594";"2023JJ00";""
"16409";"GM0594";"2024JJ00";""
"16435";"GM1926";"2020JJ00";"   55308"
"16436";"GM1926";"2021JJ00";"   55674"
"16437";"GM1926";"2022JJ00";"   56572"
"16438";"GM1926";"2023JJ00";"   57672"
"16439";"GM1926";"2024JJ00";"   57932"
"16465";"GM0832";"2020JJ00";""
"16466";"GM0832";"2021JJ00";""
"16467";"GM0832";"2022JJ00";""
"16468";"GM0832";"2023JJ00";""
"16469";"GM0832";"2024JJ00";""
"16495";"GM0439";"2020JJ00";"   81249"
"16496";"GM0439";"2021JJ00";"   81683"
"16497";"GM0439";"2022JJ00";"   92240"
"16498";"GM0439";"2023JJ00";"   93992"
"16499";"GM0439";"2024JJ00";"   95168"
"16525";"GM0833";"2020JJ00";""
"16526";"GM0833";"2021JJ00";""
"16527";"GM0833";"2022JJ00";""
"16528";"GM0833";"2023JJ00";""
"16529";"GM0833";"2024JJ00";""
"16555";"GM0273";"2020JJ00";"   24112"
"16556";"GM0273";"2021JJ00";"   24365"
"16557";"GM0273";"2022JJ00";"   24598"
"16558";"GM0273";"2023JJ00";"   24904"
"16559";"GM0273";"2024JJ00";"   24978"
"16585";"GM0177";"2020JJ00";"   37712"
"16586";"GM0177";"2021JJ00";"   37911"
"16587";"GM0177";"2022JJ00";"   38140"
"16588";"GM0177";"2023JJ00";"   38500"
