"ID";"RegioS";"Perioden";"TotaleBevolking_1"
"5098";"GM0214";"2023JJ00";"   27725"
"5099";"GM0214";"2024JJ00";"   27773"
"5125";"GM0381";"2020JJ00";""
"5126";"GM0381";"2021JJ00";""
"5127";"GM0381";"2022JJ00";""
"5128";"GM0381";"2023JJ00";""
"5129";"GM0381";"2024JJ00";""
"5155";"GM0502";"2020JJ00";"   67122"
"5156";"GM0502";"2021JJ00";"   67319"
"5157";"GM0502";"2022JJ00";"   67188"
"5158";"GM0502";"2023JJ00";"   67552"
"5159";"GM0502";"2024JJ00";"   67925"
"5185";"GM0383";"2020JJ00";"   35986"
"5186";"GM0383";"2021JJ00";"   36086"
"5187";"GM0383";"2022JJ00";"   36263"
"5188";"GM0383";"2023JJ00";"   36345"
"5189";"GM0383";"2024JJ00";"   36366"
"5215";"GM0760";"2020JJ00";""
"5216";"GM0760";"2021JJ00";""
"5217";"GM0760";"2022JJ00";""
"5218";"GM0760";"2023JJ00";""
"5219";"GM0760";"2024JJ00";""
"5245";"GM0109";"2020JJ00";"   35297"
"5246";"GM0109";"2021JJ00";"   35317"
"5247";"GM0109";"2022JJ00";"   35517"
"5248";"GM0109";"2023JJ00";"   35700"
"5249";"GM0109";"2024JJ00";"   35725"
"5275";"GM0314";"2020JJ00";""
"5276";"GM0314";"2021JJ00";""
"5277";"GM0314";"2022JJ00";""
"5278";"GM0314";"2023JJ00";""
"5279";"GM0314";"2024JJ00";""
"5305";"GM1706";"2020JJ00";"   21138"
"5306";"GM1706";"2021JJ00";"   21001"
"5307";"GM1706";"2022JJ00";"   20669"
"5308";"GM1706";"2023JJ00";"   20851"
"5309";"GM1706";"2024JJ00";"   20841"
"5335";"GM0611";"2020JJ00";""
"5336";"GM0611";"2021JJ00";""
"5337";"GM0611";"2022JJ00";""
"5338";"GM0611";"2023JJ00";""
"5339";"GM0611";"2024JJ00";""
"5365";"GM1684";"2020JJ00";"   25130"
"5366";"GM1684";"2021JJ00";"   25404"
"5367";"GM1684";"2022JJ00";""
"5368";"GM1684";"2023JJ00";""
"5369";"GM1684";"2024JJ00";""
"5395";"GM0216";"2020JJ00";"   28955"
"5396";"GM0216";"2021JJ00";"   29121"
"5397";"GM0216";"2022JJ00";"   29397"
"5398";"GM0216";"2023JJ00";"   29729"
"5399";"GM0216";"2024JJ00";"   29944"
"5425";"GM0110";"2020JJ00";""
"5426";"GM0110";"2021JJ00";""
"5427";"GM0110";"2022JJ00";""
"5428";"GM0110";"2023JJ00";""
"5429";"GM0110";"2024JJ00";""
"5455";"GM0148";"2020JJ00";"   28587"
"5456";"GM0148";"2021JJ00";"   28901"
"5457";"GM0148";"2022JJ00";"   29162"
"5458";"GM0148";"2023JJ00";"   29612"
"5459";"GM0148";"2024JJ00";"   29683"
"5485";"GM0065";"2020JJ00";""
"5486";"GM0065";"2021JJ00";""
"5487";"GM0065";"2022JJ00";""
"5488";"GM0065";"2023JJ00";""
"5489";"GM0065";"2024JJ00";""
"5515";"GM1891";"2020JJ00";"   18922"
"5516";"GM1891";"2021JJ00";"   18943"
"5517";"GM1891";"2022JJ00";"   18957"
"5518";"GM1891";"2023JJ00";"   19194"
"5519";"GM1891";"2024JJ00";"   19135"
"5545";"GM0503";"2020JJ00";"  103595"
"5546";"GM0503";"2021JJ00";"  103581"
"5547";"GM0503";"2022JJ00";"  104572"
"5548";"GM0503";"2023JJ00";"  106086"
"5549";"GM0503";"2024JJ00";"  109577"
"5575";"GM0010";"2020JJ00";"   24678"
"5576";"GM0010";"2021JJ00";""
"5577";"GM0010";"2022JJ00";""
"5578";"GM0010";"2023JJ00";""
"5579";"GM0010";"2024JJ00";""
"5605";"GM0149";"2020JJ00";""
"5606";"GM0149";"2021JJ00";""
"5607";"GM0149";"2022JJ00";""
"5608";"GM0149";"2023JJ00";""
"5609";"GM0149";"2024JJ00";""
"5635";"GM0762";"2020JJ00";"   32471"
"5636";"GM0762";"2021JJ00";"   32437"
"5637";"GM0762";"2022JJ00";"   32606"
"5638";"GM0762";"2023JJ00";"   32977"
"5639";"GM0762";"2024JJ00";"   33180"
"5665";"GM0150";"2020JJ00";"  100719"
"5666";"GM0150";"2021JJ00";"  101236"
"5667";"GM0150";"2022JJ00";"  101446"
"5668";"GM0150";"2023JJ00";"  102781"
"5669";"GM0150";"2024JJ00";"  103405"
"5695";"GM0218";"2020JJ00";""
"5696";"GM0218";"2021JJ00";""
"5697";"GM0218";"2022JJ00";""
"5698";"GM0218";"2023JJ00";""
"5699";"GM0218";"2024JJ00";""
"5725";"GM0384";"2020JJ00";"   30780"
"5726";"GM0384";"2021JJ00";"   31334"
"5727";"GM0384";"2022JJ00";"   31822"
"5728";"GM0384";"2023JJ00";"   32785"
"5729";"GM0384";"2024JJ00";"   32977"
"5755";"GM0151";"2020JJ00";""
"5756";"GM0151";"2021JJ00";""
"5757";"GM0151";"2022JJ00";""
"5758";"GM0151";"2023JJ00";""
"5759";"GM0151";"2024JJ00";""
"5785";"GM0152";"2020JJ00";""
"5786";"GM0152";"2021JJ00";""
"5787";"GM0152";"2022JJ00";""
"5788";"GM0152";"2023JJ00";""
"5789";"GM0152";"2024JJ00";""
"5815";"GM0763";"2020JJ00";""
"5816";"GM0763";"2021JJ00";""
"5817";"GM0763";"2022JJ00";""
"5818";"GM0763";"2023JJ00";""
"5819";"GM0763";"2024JJ00";""
"5845";"GM0111";"2020JJ00";""
"5846";"GM0111";"2021JJ00";""
"5847";"GM0111";"2022JJ00";""
"5848";"GM0111";"2023JJ00";""
"5849";"GM0111";"2024JJ00";""
"5875";"GM1980";"2020JJ00";""
"5876";"GM1980";"2021JJ00";""
"5877";"GM1980";"2022JJ00";"   87695"
"5878";"GM1980";"2023JJ00";"   88985"
"5879";"GM1980";"2024JJ00";"   90076"
"5905";"GM1774";"2020JJ00";"   26461"
"5906";"GM1774";"2021JJ00";"   26606"
"5907";"GM1774";"2022JJ00";"   26594"
"5908";"GM1774";"2023JJ00";"   26743"
"5909";"GM1774";"2024JJ00";"   26739"
"5935";"GM0764";"2020JJ00";""
"5936";"GM0764";"2021JJ00";""
"5937";"GM0764";"2022JJ00";""
"5938";"GM0764";"2023JJ00";""
"5939";"GM0764";"2024JJ00";""
"5965";"GM0219";"2020JJ00";""
"5966";"GM0219";"2021JJ00";""
"5967";"GM0219";"2022JJ00";""
"5968";"GM0219";"2023JJ00";""
"5969";"GM0219";"2024JJ00";""
"5995";"GM0504";"2020JJ00";""
"5996";"GM0504";"2021JJ00";""
"5997";"GM0504";"2022JJ00";""
"5998";"GM0504";"2023JJ00";""
"5999";"GM0504";"2024JJ00";""
"6025";"GM0220";"2020JJ00";""
"6026";"GM0220";"2021JJ00";""
"6027";"GM0220";"2022JJ00";""
"6028";"GM0220";"2023JJ00";""
"6029";"GM0220";"2024JJ00";""
"6055";"GM0221";"2020JJ00";"   11077"
"6056";"GM0221";"2021JJ00";"   11064"
"6057";"GM0221";"2022JJ00";"   11036"
"6058";"GM0221";"2023JJ00";"   11081"
"6059";"GM0221";"2024JJ00";"   11079"
"6085";"GM0222";"2020JJ00";"   58001"
"6086";"GM0222";"2021JJ00";"   58270"
"6087";"GM0222";"2022JJ00";"   58546"
"6088";"GM0222";"2023JJ00";"   59195"
"6089";"GM0222";"2024JJ00";"   59623"
"6115";"GM0660";"2020JJ00";""
"6116";"GM0660";"2021JJ00";""
"6117";"GM0660";"2022JJ00";""
"6118";"GM0660";"2023JJ00";""
"6119";"GM0660";"2024JJ00";""
"6145";"GM0766";"2020JJ00";"   26222"
"6146";"GM0766";"2021JJ00";"   26368"
"6147";"GM0766";"2022JJ00";"   26483"
"6148";"GM0766";"2023JJ00";"   27200"
"6149";"GM0766";"2024JJ00";"   27095"
"6175";"GM0058";"2020JJ00";""
"6176";"GM0058";"2021JJ00";""
"6177";"GM0058";"2022JJ00";""
"6178";"GM0058";"2023JJ00";""
"6179";"GM0058";"2024JJ00";""
"6205";"GM0315";"2020JJ00";""
"6206";"GM0315";"2021JJ00";""
"6207";"GM0315";"2022JJ00";""
"6208";"GM0315";"2023JJ00";""
"6209";"GM0315";"2024JJ00";""
"6235";"GM0505";"2020JJ00";"  119284"
"6236";"GM0505";"2021JJ00";"  119115"
"6237";"GM0505";"2022JJ00";"  119537"
"6238";"GM0505";"2023JJ00";"  121434"
"6239";"GM0505";"2024JJ00";"  122070"
"6265";"GM0498";"2020JJ00";"   19719"
"6266";"GM0498";"2021JJ00";"   19838"
"6267";"GM0498";"2022JJ00";"   19983"
"6268";"GM0498";"2023JJ00";"   20385"
"6269";"GM0498";"2024JJ00";"   20496"
"6295";"GM0316";"2020JJ00";""
"6296";"GM0316";"2021JJ00";""
"6297";"GM0316";"2022JJ00";""
"6298";"GM0316";"2023JJ00";""
"6299";"GM0316";"2024JJ00";""
"6325";"GM1719";"2020JJ00";"   27272"
"6326";"GM1719";"2021JJ00";"   27325"
"6327";"GM1719";"2022JJ00";"   27476"
"6328";"GM1719";"2023JJ00";"   27994"
"6329";"GM1719";"2024JJ00";"   28192"
"6355";"GM0303";"2020JJ00";"   41555"
"6356";"GM0303";"2021JJ00";"   42011"
"6357";"GM0303";"2022JJ00";"   42865"
"6358";"GM0303";"2023JJ00";"   43593"
"6359";"GM0303";"2024JJ00";"   44354"
"6385";"GM0767";"2020JJ00";""
"6386";"GM0767";"2021JJ00";""
"6387";"GM0767";"2022JJ00";""
"6388";"GM0767";"2023JJ00";""
"6389";"GM0767";"2024JJ00";""
"6415";"GM0225";"2020JJ00";"   18926"
"6416";"GM0225";"2021JJ00";"   18991"
"6417";"GM0225";"2022JJ00";"   19178"
"6418";"GM0225";"2023JJ00";"   19505"
"6419";"GM0225";"2024JJ00";"   19590"
"6445";"GM0662";"2020JJ00";""
"6446";"GM0662";"2021JJ00";""
"6447";"GM0662";"2022JJ00";""
"6448";"GM0662";"2023JJ00";""
"6449";"GM0662";"2024JJ00";""
"6475";"GM0226";"2020JJ00";"   25126"
"6476";"GM0226";"2021JJ00";"   25066"
"6477";"GM0226";"2022JJ00";"   24946"
"6478";"GM0226";"2023JJ00";"   24937"
"6479";"GM0226";"2024JJ00";"   24872"
"6505";"GM0768";"2020JJ00";""
"6506";"GM0768";"2021JJ00";""
"6507";"GM0768";"2022JJ00";""
"6508";"GM0768";"2023JJ00";""
"6509";"GM0768";"2024JJ00";""
"6535";"GM0769";"2020JJ00";""
"6536";"GM0769";"2021JJ00";""
"6537";"GM0769";"2022JJ00";""
"6538";"GM0769";"2023JJ00";""
"6539";"GM0769";"2024JJ00";""
"6565";"GM0112";"2020JJ00";""
"6566";"GM0112";"2021JJ00";""
"6567";"GM0112";"2022JJ00";""
"6568";"GM0112";"2023JJ00";""
"6569";"GM0112";"2024JJ00";""
"6595";"GM0902";"2020JJ00";""
"6596";"GM0902";"2021JJ00";""
"6597";"GM0902";"2022JJ00";""
"6598";"GM0902";"2023JJ00";""
"6599";"GM0902";"2024JJ00";""
"6625";"GM0227";"2020JJ00";""
"6626";"GM0227";"2021JJ00";""
"6627";"GM0227";"2022JJ00";""
"6628";"GM0227";"2023JJ00";""
"6629";"GM0227";"2024JJ00";""
"6655";"GM1711";"2020JJ00";"   31610"
"6656";"GM1711";"2021JJ00";"   31751"
"6657";"GM1711";"2022JJ00";"   31731"
"6658";"GM1711";"2023JJ00";"   31967"
"6659";"GM1711";"2024JJ00";"   32041"
"6685";"GM0385";"2020JJ00";"   36197"
"6686";"GM0385";"2021JJ00";"   36268"
"6687";"GM0385";"2022JJ00";"   36471"
"6688";"GM0385";"2023JJ00";"   36760"
"6689";"GM0385";"2024JJ00";"   36917"
"6715";"GM0228";"2020JJ00";"  117165"
"6716";"GM0228";"2021JJ00";"  118530"
"6717";"GM0228";"2022JJ00";"  119986"
"6718";"GM0228";"2023JJ00";"  122012"
"6719";"GM0228";"2024JJ00";"  123532"
"6745";"GM0113";"2020JJ00";""
"6746";"GM0113";"2021JJ00";""
"6747";"GM0113";"2022JJ00";""
"6748";"GM0113";"2023JJ00";""
"6749";"GM0113";"2024JJ00";""
"6775";"GM0317";"2020JJ00";"    9247"
"6776";"GM0317";"2021JJ00";"    9362"
"6777";"GM0317";"2022JJ00";"    9450"
"6778";"GM0317";"2023JJ00";"    9598"
"6779";"GM0317";"2024JJ00";"    9755"
"6805";"GM1979";"2020JJ00";""
"6806";"GM1979";"2021JJ00";"   45587"
"6807";"GM1979";"2022JJ00";"   45389"
"6808";"GM1979";"2023JJ00";"   45394"
"6809";"GM1979";"2024JJ00";"   45106"
"6835";"GM1651";"2020JJ00";""
"6836";"GM1651";"2021JJ00";""
"6837";"GM1651";"2022JJ00";""
"6838";"GM1651";"2023JJ00";""
"6839";"GM1651";"2024JJ00";""
"6865";"GM0770";"2020JJ00";"   19313"
"6866";"GM0770";"2021JJ00";"   19528"
"6867";"GM0770";"2022JJ00";"   19823"
"6868";"GM0770";"2023JJ00";"   20004"
"6869";"GM0770";"2024JJ00";"   20199"
"6895";"GM0357";"2020JJ00";""
"6896";"GM0357";"2021JJ00";""
"6897";"GM0357";"2022JJ00";""
"6898";"GM0357";"2023JJ00";""
"6899";"GM0357";"2024JJ00";""
"6925";"GM0229";"2020JJ00";""
"6926";"GM0229";"2021JJ00";""
"6927";"GM0229";"2022JJ00";""
"6928";"GM0229";"2023JJ00";""
"6929";"GM0229";"2024JJ00";""
"6955";"GM0905";"2020JJ00";""
"6956";"GM0905";"2021JJ00";""
"6957";"GM0905";"2022JJ00";""
"6958";"GM0905";"2023JJ00";""
"6959";"GM0905";"2024JJ00";""
"6985";"GM1903";"2020JJ00";"   25768"
"6986";"GM1903";"2021JJ00";"   25900"
"6987";"GM1903";"2022JJ00";"   25857"
"6988";"GM1903";"2023JJ00";"   25991"
"6989";"GM1903";"2024JJ00";"   26034"
"7015";"GM0772";"2020JJ00";"  234394"
"7016";"GM0772";"2021JJ00";"  235691"
"7017";"GM0772";"2022JJ00";"  238326"
"7018";"GM0772";"2023JJ00";"  243730"
"7019";"GM0772";"2024JJ00";"  246417"
"7045";"GM0230";"2020JJ00";"   23161"
"7046";"GM0230";"2021JJ00";"   23429"
"7047";"GM0230";"2022JJ00";"   23740"
"7048";"GM0230";"2023JJ00";"   24037"
"7049";"GM0230";"2024JJ00";"   23906"
"7075";"GM0231";"2020JJ00";""
"7076";"GM0231";"2021JJ00";""
"7077";"GM0231";"2022JJ00";""
"7078";"GM0231";"2023JJ00";""
"7079";"GM0231";"2024JJ00";""
"7105";"GM0114";"2020JJ00";"  107048"
"7106";"GM0114";"2021JJ00";"  107024"
"7107";"GM0114";"2022JJ00";"  107856"
"7108";"GM0114";"2023JJ00";"  108765"
"7109";"GM0114";"2024JJ00";"  109346"
"7135";"GM0388";"2020JJ00";"   18591"
"7136";"GM0388";"2021JJ00";"   18637"
"7137";"GM0388";"2022JJ00";"   18620"
"7138";"GM0388";"2023JJ00";"   18885"
"7139";"GM0388";"2024JJ00";"   18895"
"7165";"GM0153";"2020JJ00";"  159640"
"7166";"GM0153";"2021JJ00";"  159732"
"7167";"GM0153";"2022JJ00";"  160640"
"7168";"GM0153";"2023JJ00";"  161235"
"7169";"GM0153";"2024JJ00";"  161738"
"7195";"GM0232";"2020JJ00";"   33178"
"7196";"GM0232";"2021JJ00";"   33198"
"7197";"GM0232";"2022JJ00";"   33257"
"7198";"GM0232";"2023JJ00";"   33283"
"7199";"GM0232";"2024JJ00";"   33168"
"7225";"GM0233";"2020JJ00";"   27008"
"7226";"GM0233";"2021JJ00";"   27016"
"7227";"GM0233";"2022JJ00";"   27258"
"7228";"GM0233";"2023JJ00";"   27496"
"7229";"GM0233";"2024JJ00";"   27856"
"7255";"GM0776";"2020JJ00";""
"7256";"GM0776";"2021JJ00";""
"7257";"GM0776";"2022JJ00";""
"7258";"GM0776";"2023JJ00";""
"7259";"GM0776";"2024JJ00";""
"7285";"GM0777";"2020JJ00";"   43878"
"7286";"GM0777";"2021JJ00";"   43869"
"7287";"GM0777";"2022JJ00";"   44152"
"7288";"GM0777";"2023JJ00";"   44578"
"7289";"GM0777";"2024JJ00";"   45237"
"7315";"GM0068";"2020JJ00";""
"7316";"GM0068";"2021JJ00";""
"7317";"GM0068";"2022JJ00";""
"7318";"GM0068";"2023JJ00";""
"7319";"GM0068";"2024JJ00";""
"7345";"GM1722";"2020JJ00";""
"7346";"GM1722";"2021JJ00";""
"7347";"GM1722";"2022JJ00";""
"7348";"GM1722";"2023JJ00";""
"7349";"GM1722";"2024JJ00";""
"7375";"GM0778";"2020JJ00";""
"7376";"GM0778";"2021JJ00";""
"7377";"GM0778";"2022JJ00";""
"7378";"GM0778";"2023JJ00";""
"7379";"GM0778";"2024JJ00";""
"7405";"GM0070";"2020JJ00";""
"7406";"GM0070";"2021JJ00";""
"7407";"GM0070";"2022JJ00";""
"7408";"GM0070";"2023JJ00";""
"7409";"GM0070";"2024JJ00";""
"7435";"GM1921";"2020JJ00";""
"7436";"GM1921";"2021JJ00";""
"7437";"GM1921";"2022JJ00";""
"7438";"GM1921";"2023JJ00";""
"7439";"GM1921";"2024JJ00";""
"7465";"GM1940";"2020JJ00";"   51564"
"7466";"GM1940";"2021JJ00";"   51778"
"7467";"GM1940";"2022JJ00";"   51597"
"7468";"GM1940";"2023JJ00";"   51992"
"7469";"GM1940";"2024JJ00";"   51929"
"7495";"GM0653";"2020JJ00";""
"7496";"GM0653";"2021JJ00";""
"7497";"GM0653";"2022JJ00";""
"7498";"GM0653";"2023JJ00";""
"7499";"GM0653";"2024JJ00";""
"7525";"GM0115";"2020JJ00";""
"7526";"GM0115";"2021JJ00";""
"7527";"GM0115";"2022JJ00";""
"7528";"GM0115";"2023JJ00";""
"7529";"GM0115";"2024JJ00";""
"7555";"GM0779";"2020JJ00";"   21544"
"7556";"GM0779";"2021JJ00";"   21770"
"7557";"GM0779";"2022JJ00";"   21944"
"7558";"GM0779";"2023JJ00";"   22099"
"7559";"GM0779";"2024JJ00";"   22060"
"7585";"GM0236";"2020JJ00";""
"7586";"GM0236";"2021JJ00";""
"7587";"GM0236";"2022JJ00";""
"7588";"GM0236";"2023JJ00";""
"7589";"GM0236";"2024JJ00";""
"7615";"GM0781";"2020JJ00";""
"7616";"GM0781";"2021JJ00";""
"7617";"GM0781";"2022JJ00";""
"7618";"GM0781";"2023JJ00";""
"7619";"GM0781";"2024JJ00";""
"7645";"GM1771";"2020JJ00";"   39726"
"7646";"GM1771";"2021JJ00";"   40066"
"7647";"GM1771";"2022JJ00";"   40131"
"7648";"GM1771";"2023JJ00";"   40441"
"7649";"GM1771";"2024JJ00";"   40733"
"7675";"GM0906";"2020JJ00";""
"7676";"GM0906";"2021JJ00";""
"7677";"GM0906";"2022JJ00";""
"7678";"GM0906";"2023JJ00";""
"7679";"GM0906";"2024JJ00";""
"7705";"GM0782";"2020JJ00";""
"7706";"GM0782";"2021JJ00";""
"7707";"GM0782";"2022JJ00";""
"7708";"GM0782";"2023JJ00";""
"7709";"GM0782";"2024JJ00";""
"7735";"GM1652";"2020JJ00";"   30723"
"7736";"GM1652";"2021JJ00";"   30760"
"7737";"GM1652";"2022JJ00";"   31040"
"7738";"GM1652";"2023JJ00";"   31383"
"7739";"GM1652";"2024JJ00";"   31435"
"7765";"GM0237";"2020JJ00";""
"7766";"GM0237";"2021JJ00";""
"7767";"GM0237";"2022JJ00";""
"7768";"GM0237";"2023JJ00";""
"7769";"GM0237";"2024JJ00";""
"7795";"GM0238";"2020JJ00";""
"7796";"GM0238";"2021JJ00";""
"7797";"GM0238";"2022JJ00";""
"7798";"GM0238";"2023JJ00";""
"7799";"GM0238";"2024JJ00";""
"7825";"GM0154";"2020JJ00";""
"7826";"GM0154";"2021JJ00";""
"7827";"GM0154";"2022JJ00";""
"7828";"GM0154";"2023JJ00";""
"7829";"GM0154";"2024JJ00";""
"7855";"GM0907";"2020JJ00";"   16921"
"7856";"GM0907";"2021JJ00";"   17035"
"7857";"GM0907";"2022JJ00";"   17237"
"7858";"GM0907";"2023JJ00";"   17764"
"7859";"GM0907";"2024JJ00";"   17789"
"7885";"GM0689";"2020JJ00";""
"7886";"GM0689";"2021JJ00";""
"7887";"GM0689";"2022JJ00";""
"7888";"GM0689";"2023JJ00";""
"7889";"GM0689";"2024JJ00";""
"7915";"GM0116";"2020JJ00";""
"7916";"GM0116";"2021JJ00";""
"7917";"GM0116";"2022JJ00";""
"7918";"GM0116";"2023JJ00";""
"7919";"GM0116";"2024JJ00";""
"7945";"GM0784";"2020JJ00";"   26431"
"7946";"GM0784";"2021JJ00";"   26723"
"7947";"GM0784";"2022JJ00";"   26557"
"7948";"GM0784";"2023JJ00";"   26815"
"7949";"GM0784";"2024JJ00";"   27343"
"7975";"GM0511";"2020JJ00";""
"7976";"GM0511";"2021JJ00";""
"7977";"GM0511";"2022JJ00";""
"7978";"GM0511";"2023JJ00";""
"7979";"GM0511";"2024JJ00";""
"8005";"GM1924";"2020JJ00";"   50049"
"8006";"GM1924";"2021JJ00";"   50589"
"8007";"GM1924";"2022JJ00";"   51051"
"8008";"GM1924";"2023JJ00";"   51590"
"8009";"GM1924";"2024JJ00";"   51867"
"8035";"GM0664";"2020JJ00";"   38082"
"8036";"GM0664";"2021JJ00";"   38594"
"8037";"GM0664";"2022JJ00";"   38950"
"8038";"GM0664";"2023JJ00";"   39433"
"8039";"GM0664";"2024JJ00";"   39682"
"8065";"GM0785";"2020JJ00";"   23904"
"8066";"GM0785";"2021JJ00";"   23952"
"8067";"GM0785";"2022JJ00";"   23979"
"8068";"GM0785";"2023JJ00";"   24177"
"8069";"GM0785";"2024JJ00";"   24327"
"8095";"GM1942";"2020JJ00";"   58055"
"8096";"GM1942";"2021JJ00";"   58524"
"8097";"GM1942";"2022JJ00";"   58846"
"8098";"GM1942";"2023JJ00";"   60341"
"8099";"GM1942";"2024JJ00";"   60370"
"8125";"GM0156";"2020JJ00";""
"8126";"GM0156";"2021JJ00";""
"8127";"GM0156";"2022JJ00";""
"8128";"GM0156";"2023JJ00";""
"8129";"GM0156";"2024JJ00";""
"8155";"GM0512";"2020JJ00";"   37022"
"8156";"GM0512";"2021JJ00";"   37410"
"8157";"GM0512";"2022JJ00";"   37632"
"8158";"GM0512";"2023JJ00";"   38461"
"8159";"GM0512";"2024JJ00";"   38671"
"8185";"GM0239";"2020JJ00";""
"8186";"GM0239";"2021JJ00";""
"8187";"GM0239";"2022JJ00";""
"8188";"GM0239";"2023JJ00";""
"8189";"GM0239";"2024JJ00";""
"8215";"GM0513";"2020JJ00";"   73427"
"8216";"GM0513";"2021JJ00";"   73681"
"8217";"GM0513";"2022JJ00";"   74095"
"8218";"GM0513";"2023JJ00";"   75316"
"8219";"GM0513";"2024JJ00";"   75758"
"8245";"GM0693";"2020JJ00";""
"8246";"GM0693";"2021JJ00";""
"8247";"GM0693";"2022JJ00";""
"8248";"GM0693";"2023JJ00";""
"8249";"GM0693";"2024JJ00";""
"8275";"GM0365";"2020JJ00";""
"8276";"GM0365";"2021JJ00";""
"8277";"GM0365";"2022JJ00";""
"8278";"GM0365";"2023JJ00";""
"8279";"GM0365";"2024JJ00";""
"8305";"GM0157";"2020JJ00";""
"8306";"GM0157";"2021JJ00";""
"8307";"GM0157";"2022JJ00";""
"8308";"GM0157";"2023JJ00";""
"8309";"GM0157";"2024JJ00";""
"8335";"GM0786";"2020JJ00";"   12436"
"8336";"GM0786";"2021JJ00";"   12486"
"8337";"GM0786";"2022JJ00";""
"8338";"GM0786";"2023JJ00";""
"8339";"GM0786";"2024JJ00";""
"8365";"GM0390";"2020JJ00";""
"8366";"GM0390";"2021JJ00";""
"8367";"GM0390";"2022JJ00";""
"8368";"GM0390";"2023JJ00";""
"8369";"GM0390";"2024JJ00";""
"8395";"GM0517";"2020JJ00";""
"8396";"GM0517";"2021JJ00";""
"8397";"GM0517";"2022JJ00";""
"8398";"GM0517";"2023JJ00";""
"8399";"GM0517";"2024JJ00";""
"8425";"GM0518";"2020JJ00";"  545838"
"8426";"GM0518";"2021JJ00";"  548320"
"8427";"GM0518";"2022JJ00";"  553417"
"8428";"GM0518";"2023JJ00";"  562839"
"8429";"GM0518";"2024JJ00";"  566221"
"8455";"GM0787";"2020JJ00";""
"8456";"GM0787";"2021JJ00";""
"8457";"GM0787";"2022JJ00";""
"8458";"GM0787";"2023JJ00";""
"8459";"GM0787";"2024JJ00";""
"8485";"GM0519";"2020JJ00";""
"8486";"GM0519";"2021JJ00";""
"8487";"GM0519";"2022JJ00";""
"8488";"GM0519";"2023JJ00";""
"8489";"GM0519";"2024JJ00";""
"8515";"GM0240";"2020JJ00";""
"8516";"GM0240";"2021JJ00";""
"8517";"GM0240";"2022JJ00";""
"8518";"GM0240";"2023JJ00";""
"8519";"GM0240";"2024JJ00";""
"8545";"GM0241";"2020JJ00";""
"8546";"GM0241";"2021JJ00";""
"8547";"GM0241";"2022JJ00";""
"8548";"GM0241";"2023JJ00";""
"8549";"GM0241";"2024JJ00";""
"8575";"GM0014";"2020JJ00";"  232874"
"8576";"GM0014";"2021JJ00";"  233273"
"8577";"GM0014";"2022JJ00";"  234950"
"8578";"GM0014";"2023JJ00";"  238147"
"8579";"GM0014";"2024JJ00";"  243768"
"8605";"GM0015";"2020JJ00";""
"8606";"GM0015";"2021JJ00";""
"8607";"GM0015";"2022JJ00";""
"8608";"GM0015";"2023JJ00";""
"8609";"GM0015";"2024JJ00";""
"8635";"GM0912";"2020JJ00";""
"8636";"GM0912";"2021JJ00";""
"8637";"GM0912";"2022JJ00";""
"8638";"GM0912";"2023JJ00";""
"8639";"GM0912";"2024JJ00";""
"8665";"GM0913";"2020JJ00";""
"8666";"GM0913";"2021JJ00";""
"8667";"GM0913";"2022JJ00";""
"8668";"GM0913";"2023JJ00";""
"8669";"GM0913";"2024JJ00";""
"8695";"GM1729";"2020JJ00";"   14171"
"8696";"GM1729";"2021JJ00";"   14206"
"8697";"GM1729";"2022JJ00";"   14178"
"8698";"GM1729";"2023JJ00";"   14210"
"8699";"GM1729";"2024JJ00";"   14054"
"8725";"GM0158";"2020JJ00";"   24311"
"8726";"GM0158";"2021JJ00";"   24229"
"8727";"GM0158";"2022JJ00";"   24268"
"8728";"GM0158";"2023JJ00";"   24502"
"8729";"GM0158";"2024JJ00";"   24359"
"8755";"GM0788";"2020JJ00";"   14370"
"8756";"GM0788";"2021JJ00";""
"8757";"GM0788";"2022JJ00";""
"8758";"GM0788";"2023JJ00";""
"8759";"GM0788";"2024JJ00";""
"8785";"GM0392";"2020JJ00";"  162902"
"8786";"GM0392";"2021JJ00";"  162543"
"8787";"GM0392";"2022JJ00";"  162898"
"8788";"GM0392";"2023JJ00";"  165396"
"8789";"GM0392";"2024JJ00";"  167636"
"8815";"GM0393";"2020JJ00";""
"8816";"GM0393";"2021JJ00";""
"8817";"GM0393";"2022JJ00";""
"8818";"GM0393";"2023JJ00";""
"8819";"GM0393";"2024JJ00";""
"8845";"GM0394";"2020JJ00";"  156002"
"8846";"GM0394";"2021JJ00";"  157789"
"8847";"GM0394";"2022JJ00";"  159336"
"8848";"GM0394";"2023JJ00";"  162300"
"8849";"GM0394";"2024JJ00";"  163128"
"8875";"GM0914";"2020JJ00";""
"8876";"GM0914";"2021JJ00";""
"8877";"GM0914";"2022JJ00";""
"8878";"GM0914";"2023JJ00";""
"8879";"GM0914";"2024JJ00";""
"8905";"GM1655";"2020JJ00";"   30284"
"8906";"GM1655";"2021JJ00";"   30430"
"8907";"GM1655";"2022JJ00";"   30770"
"8908";"GM1655";"2023JJ00";"   31041"
"8909";"GM1655";"2024JJ00";"   31183"
"8935";"GM0789";"2020JJ00";""
"8936";"GM0789";"2021JJ00";""
"8937";"GM0789";"2022JJ00";""
"8938";"GM0789";"2023JJ00";""
